RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
741,Spaetzle,30,"Using an electric mixer, blend the eggs, lard or oil, water and milk., Stir the  flour together with 1/2 tsp of the salt and the baking powder in a dry bowl., Blend this mixture into the liquid., Mix well and set aside for a moment. Bring 4 quarts of water to a boil and add 2 tsp of salt. Using a spaetzle maker  or spaetzle press squeeze the dough into the boiling water., Use about 1/3 of the dough for each batch., When the dumplings float to the surface, they are done.  Remove them with a slotted spoon and place in a colander., 
They can be served  with way with paprika gravy or pan fried with a little butter, just until they  are a bit golden, and topped with parsley., Note: These dumplings can also be made by using  piping bag or dropping very  small amounts from a spoon., The latter takes much longer.",4.0,International,741
742,Spaghetti Pie,30,"Cook spaghetti for 10 to 12 minutes or until tender but still firm., Drain well., Return spaghetti to saucepan., Stir in egg and Parmesan cheese.  In a medium  skillet, cook ground beef, onion, green pepper, garlic and fennel till meat is  browned and onion is tender., Drain fat.  Stir in tomato sauce and oregano; heat through., Spray a 9\ pie plate with nonstick cooking spray., Press spaghetti  mixture onto bottom and up sides of pie plate, forming a crust.  Spread cottage  cheese on bottom and up sides of crust.  Spread meat mixture over cottage  cheese.  Sprinkle with mozzarella cheese.    Bake 350 for 20 to 25 minutes or  till bubbly.
",6.0,International,742
743,Spicy Bacon &amp; Tomato Brunch,30,"Cut the bacon into small strips and add to saucepan., Cook over medium heat., Finely chop the onion and garlic; add to saucepan and fry with ginger until soft and translucent (not brown., When vegetables are cooked, open tomatoes and cut into small pieces; add tomatoes and juice to saucepan with salt and pepper., The secret of this recipe is to keep cooking over a medium heat, stirring occasionally, until the tomato juice has reduced to a thickish sauce., When desired thickness is reached, serve on toast -- it certainly wakes those taste buds up.
",4.0,International,743
744,Spicy Cherry Glazed Chicken,30,"Place oil in bottom of 13x9\ baking pan; spread to coat bottom., Arrange chicken in pan; set aside. In small saucepan, combine apple cherry juice concentrate,  honey, salt, cinnamon, red pepper and all spice; mix well., Bring just to a boil over medium-high heat.  Remove 1/2 cup sauce from pan; set aside.  Pour  remaining sauce evenly over chicken in baking pan., Bake at 350 for 40 to 50  minutes, or until chicken is cooked through, turning once. Remove chicken to  serving dish; keep warm., 
Pour pan drippings into reserved sauce; stir in dried  cherries, water and cornstarch., Bring to a boil over medium-high heat; cook 1  to 2 minutes, or until sauce is thickened, stirring frequently., To serve, pour  sauce evenly over chicken.",6.0,International,744
745,Spicy Dill Dip,30,"Blend all ingredients in a bowl, and season to taste with salt and pepper., Chill., Makes 1 cup of vegetable dip.",4.0,International,745
746,Spinach Squares,30,"Combine eggs, milk, flour, and baking powder., Beat well., Add spinach and cheese; mix well., Pour melted butter into a 13 x 9\ pan., Pour spinach mixture over butter and combine.  Bake at 350 degrees for 35 minutes., Cool 10 minutes before cutting into squares.",6.0,International,746
747,Spinach Torte,30,"Preheat oven 400°F., Heat oil in skillet large enough to hold spinach., Saute  garlic and onion in skillet over medium heat until golden., Add spinach to pan  and stir over medium heat until spinach is reduced and cooked., Drain in  colander., Meanwhile, beat eggs until frothy., Add to spinach mixture. crush dill  between fingers and add to spinach and egg mixture. Cool., In a small  saucepan,melt butter., Prepare Phyllo as per directions on box (defrost 8 hours at room temperature before use. Separate three sheets of Phyllo dough and place on counter.Using a pastry brush,sparingly coat top layer with butter., 
Sprinkle  with  a tablespoon of breadcrumbs.Separate three more sheets of Phyllo on top of the first layer., Again, lightly brush with melted butter.Sprinkle with bread  crumbs.Continue six times, or until you have counted a total of 18 layers of  Phyllo., Evenly spread out spinach mixture onto the top., Starting with the long end, roll up as a jelly roll, keeping it as tight as you can., Place on buttered  baking sheet seam side down., Bake immediately in oven  25 minutes., To serve,  slice in one inch interval diagonally.
",4.0,International,747
748,Spoon Bread Chili Pie,30,"Cook ground beef, onion, green pepper and garlic over medium heat for 8 minutes., Add chili pepper, tomatoes, corn and beans and cook for five minutes., Turn into casserole dish and  set aside. Scald milk with butter and salt.  Gradually add corn mean while   stirring., Cook until thickened - 4 minutes., Remove from heat and stir in  cheese and egg., Spread topping over casserole.  Bake at 375°F for 35  minutes or until topping has set.",6.0,International,748
749,Squash & Golden Onion Risotto,30,"Heat broth in one saucepan., Melt 1/4 cup butter in a large saucepan., When butter foams, add onion and garlic.  Saute over med. heat until pale yellow., Add squash and sage; cook until starting to become tender., Add wines and reduce., Add balsamic vinegar and lower heat., And rice, mix well., When rice is coated, stir in 1-2 ladles of broth, cook until absorbed., Continue this routine for 15-20 min., Season with pepper.  Serve with Parmesan.",6.0,International,749
750,Steak & Tomato-Basil Pasta,30,"Cook pasta according to package directions; keep warm., Meanwhile, in a large saucepan or Dutch oven, heat oil over medium heat. Add onion and garlic; cook and stir until tender., Add remaining sauce ingredients., Bring to a boil; reduce heat to low., Simmer, uncovered, 10 minutes, stirring occasionally., Place beef steaks on grid over medium, ash-covered coals., Grill steaks, uncovered, 13 to 15 minutes (15 to 18 minutes for top loin steaks for medium rare to medium doneness, turning once. Season with salt and pepper., 
Trim fat from steaks., (Cut top loin steaks crosswise in half. Combine tomato sauce, basil, cheese and pasta; toss to coat. Serve steaks with pasta.",6.0,International,750
751,Steak and Ale Meat Marinade,30,"Simply mix all ingredients together., You can let the meat sit in here for up to 24 hours., I would highly suggest a grilling, or even a pan frying of the meat of your choice. Add a little bit of butter to the pan if you are going to cook it in a skillet.",1.0,International,751
752,Strawberry Blender Smoothie,30,Blend with or without using ice.,3.0,International,752
753,Strawberry Cheesecake,30,"Pre-heat oven to 350 degrees Crust:  stir together graham cracker crumbs and  sugar., Mix in butter thoroughly and press into a 9\ springform pan., Bake 10  minutes., Cool  Reduce oven temperature to 300 degrees  Filling:  beat cream  cheese in large mixing bowl., Gradually add sugar, beating until fluffy., Add  lemon peel and vanilla Beat in eggs one at a time. Pour into shell., Bake 1 hour  or until center is firm., Cool to room temperature and then spread with the  strawberry glaze.  Chill 3 hours., 
Glaze: blend sugar and cornstarch together in  a small saucepan., Stir in water and strawberries., Cook, stirring constantly,  until the mixture thickens and boils., Boil and stir for 1 minute. Cool  thoroughly before spreading over cheesecake.",12.0,International,753
754,Strawberry Marbled Cheesecake,30,"In blender container, combine strawberries and cornstarch; blend until smooth., In heavy saucepan, over med., heat, cook and stir until thickened., Add food  coloring, if desired., Reserve 1/3 cup sauce; cool., Chill remaining sauce.  Preheat oven to 300 degrees., Combine crumbs, sugar and butter; press onto bottom of 9\ springform pan., In  mixer bowl beat cream cheese until fluffy., Gradually beat in milk until smooth., Add eggs and lemon juice; mix well., Spoon half the batter into pan., 
Spoon half  the reserved strawberry sauce in small amounts over batter., Repeat, ending with  sauce. With a knife, cut through batter to marble.  Bake 50 minute,oven temperature 350 degrees., or until center is set. Cool., Chill., Remove side of pan., Serve with chilled strawberry sauce. Refrigerate leftovers.",12.0,International,754
755,Strawberry 'n Oat Bars,30,"Heat oven to 400°F., Beat 3/4 cup margarine and sugar until light and fluffy., Add combined flour, soda and salt; mix well., Stir in oats and nuts., Reserve  1/2 cup crumb mixture.  Press remaining crumb  mixture onto bottom of greased 13 x 9-inch baking pan., Spread the strawberry preserves over the first layer., Sprinkle  with reserved crumb mixture.  Bake 20-25 minutes. Cool., Melt Chips and 4 teaspoons margarine over low heat (or microwave,  stirring until smooth., Drizzle over crumb mixture. Refrigerate 1 hour; cut into bars.
",4.0,International,755
756,Stuffed Mozzarella,30,"Flatten fresh mozzarella to 1/2-inch width., Layer with spinach and red peppers., Roll up jelly roll fashion from longest end., Slice and serve with greens, tomatoes slices drizzled with balsamic vinegar.",4.0,International,756
757,Sugar-Coated Pecans,30,"In a bowl, beat egg white until foamy., Add pecans and toss until well coated., Combine sugar and cinnamon; sprinkle over pecans and toss to coat.  Spread in a single layer on an ungreased baking sheet. Bake at 300'F for 30 minutes or until browned., Cool on waxed paper.",6.0,International,757
758,Surprise Carrot Cake,30,"Combine cream cheese, sugar and one egg, mixing until well blended., Set aside.  Combine dry ingredients., Add combined oil and eggs, mixing just until moistened., Fold in carrots and nuts., Reserve 2 cups batter; pour remaining batter into a  greased and floured 9 inch Bundt pan., Pour cream cheese mixture over batter;  carefully spoon reserved batter over cream cheese mixture, spreading to cover., Bake at 350 F degrees 55 minutes or until wooden pick inserted in center comes  out clean., 
Cool 10 minutes; remove from pan., Cool thoroughly., Sprinkle with  powdered sugar if desired., 12 Servings.",16.0,International,758
759,Sweet Potato Cakes,30,"Parboil potatoes until tender., Peel skin and mash., Next, mix eggs, salt, pepper., Heat oil in skillet and add a pinch of flour for oil testing., Drop potato  mixture into skillet. Brown on both sides., Flatten down when you flip them., Add  butter and honey and eat like a pancake.  **I like homemade maple syrup with mine.",6.0,International,759
760,Sweet Potato Pie,30,"Crust: 3 unbaked  9\ single crusts from the dairy or frozen section or homemade For filling, boil the sweet potatoes until tender, peel and mash., Heat oven to 350:, Combine butter, granulated sugar, brown sugar, salt and nutmeg in a large bowl., Beat at med. speed of electric mixer until creamy., Beat in sweet potatoes until well mixed., Beat in eggs., Beat in milk and vanilla slowly., Spoon into 3 unbaked pie shells, using about 4 cups per shell., Bake at 350: for 50-60 minutes or until set., 
Cool to room temp. before serving., Store in refrigerator., 3  9\ pies Variation: Bake filling as a pudding in a greased 12x8x3/4 inch glass baking dish., Bake for 1 hour or until set. Sprinkle with 2 cups miniature marshmallows., Return to oven 5-10 minutes or until marshmallows are lightly browned., Jan",4.0,International,760
761,Swiss Chocolate Squares & Icing,30,"Preheat oven to 375 degrees., Combine water, butter and chocolate in saucepan; bring to a boil., Remove from heat.  Mix together flour and sugar., Stir in flour and sugar., Add eggs, sour cream, baking soda and salt.  Mix well., Pour into greased 15 1/2 x 10 1/2 jelly roll pan., Bake at 375 degrees for 20 to 25 minutes., Frost while warm with milk chocolate frosting., Cool., Cut into squares., For the Frosting:   Combine butter, chocolate and milk in saucepan., Boil 1 minute.  Remove from heat.  Add sugar., 
Beat until smooth., Stir in vanilla., Spread on squares., Garnish with pecan halves if desired.",24.0,International,761
762,Taco Salad,30,"Mix lettuce, onions, tomatoes and cheese in a large bowl., Refrigerate if not serving at once.  Just before serving add beans, dressing and chips., Serve at once.  Enjoy !! Opal in Texas",2.0,International,762
763,Taco Seasoning,30,"Combine all ingredients in a jar with a tight fitting lid., Mix well shaking., Store in a cool dry place for up to 6 months., Makes about 21 teaspoons  (about 1/2 cup .  7 teaspoons equal a 1.25 oz pkg. of purchased taco  seasoning., ",4.0,International,763
764,Beer Batter,30,"Blend on high until smooth., Dip fresh shrimp, mushrooms or veggies., Put on flat pan and chill for one hour., Deep fry.",1.0,International,764
765,Teriyaki Sauce,30,"In a small saucepan, add all the ingredients together and simmer, stirring until sugar is dissolved and reduced to about 1/2 cups., Pour into a metal bowl set into a larger bowl of ice and cool to room temperature.",4.0,International,765
766,Texas Style Picante Sauce,30,"Substitution:  1 1/2 Habanero instead of Jalapeno makes this warm but not too hot For Making Texas Style Picante Sauce: Combine jalapeno  pepper, garlic, tomato paste, sugar, vinegar, alum and spices in blender  or food processor., Process until desired consistency., Combine chopped  vegetables in large sauce pan., Bring to a boil, reduce heat and simmer  for 45 minutes., Pour into hot sterilized 1 pint jars leaving 1/2 inch  headspace. Seal and process in boiling water bath for 15 minutes or  pressure canner for 5 minutes at 10 pounds of pressure.
",4.0,International,766
767,Thai Beef Curry,30,"Slice beef thinly., In big pot, stir and cook coconut milk until it separates, about 5 minutes., Stir in red curry paste; add sliced beef, cooking until done., Add everything else and serve.",6.0,International,767
768,Three Sisters Vegetables,30,"Peel, seed and cut squash into bite-sized cubes., Trim beans; cut into 1 inch lengths., Remove husks and silk from corn; cut off kernels., In large heavy saucepan, combine water and squash; cover and bring to boil., Reduce heat to low and simmer for 15 minutes or just until squash begins to soften, adding more water if necessary., Add beans and cook for 5 to 8 minutes or until bright green but still tendercrisp., Add corn, butter, salt, and pepper to taste, adding a little more water if necessary., 
Cook, covered, for 3 to 5 minutes or until vegetables are tender and liquid has been absorbed., Taste and adjust seasoning if necessary.",4.0,International,768
769,Toffee Cookies,30,"Preheat oven to 375F., Lightly grease 2 baking sheets Combine sugars, vanilla,  egg, butter and shortening in a large mixing bowl; beat until fluffy., In a  separate bowl, combine flour, oats, salt and baking soda; add to sugar mixture,  and blend completely., Add toffee bits and chocolate chips to dough, and mix  well., Drop teaspoons of batter onto baking sheets, spacing dough about 1 inch  apart. Bake until golden brown, about 8 minutes., Cool on a wire rack., Store in an airtight container in a cool place. Makes about 40 cookies.
",4.0,International,769
770,Honey-Chocolate Oatmeal Cookies,30,"Preheat the oven to 325°., Grease 2 cookie sheets., Combine the flour, baking powder, baking soda, cinnamon and salt., In a saucepan, melt the vegetable shortening (or butter and chocolate. Add the honey and stir until smooth., Remove from the heat and pour into a large mixing bowl., In a separate bowl, beat the two eggs lightly., Pour half of the beaten egg into the honey mixture. Blend  well., Repeat with the remaining half., Gradually add the dry ingredients., Blend well., 
Stir in the oats and coconut. Drop the dough by spoonfuls 1 1/2-inches apart onto the prepared cookie sheets., Bake for 18-20 minutes until lightly  colored., Transfer the cookies to wire racks to cool.",4.0,International,770
771,Honey Oat Hermits,30,"Cream together shortening and honey, beating until light.  Add well beaten eggs and sour milk, chopped fruit and nuts, then lemon juice and rind., Sift flour, baking soda, salt and spices, add rolled oats and blend well., Add to the cookie mixture.  Chill and then drop onto oiled cookie sheet by the spoonful., Bake in a moderate oven until cooked.",1.0,International,771
772,Country Rice Pudding,30,"In a heavy saucepan combine the milk, rice, sugar, nutmeg, lemon zest and salt. Bring to a boil, stirring occasionally., Reduce heat to low and simmer , uncovered, until rice is tender and mixture begins to thicken, about 20 - 25 minutes, skimming any foam that may come to the surface. Stir in the egg and cook 2 minutes longer., Remove from heat and stir in bourbon and vanilla extract. Chill before serving., Sprinkle with Cinnamon Sugar before serving., CINNAMON SUGAR:    Combine cinnamon and sugar and store in a tightly covered bowl.
",6.0,International,772
773,Spinach Artichoke Dip,30,"Preheat oven to 375°F., Mix together Parmesan cheese, spinach, and artichoke hearts., Combine remaining ingredients and mix with spinach mixture., Bake for 20-30 minutes., Serve with crackers or toasted bread.",15.0,International,773
774,Breakfast Pizza II,30,"Spread rolls onto a lightly greased 12 inch pizza pan; firmly pressing perforations to seal., Combine eggs, bacon and cheese. Pour over crust. Bake at 375'F for 12-15 minutes., Cut like pizza and serve. NOTE: you can use regular pizza dough., A family oriented website      http://home.sprynet.com/~jmjohnsn        Seasonal Page Topic - Fall Foliage.",6.0,International,774
775,Creamy Apple Dip,30,"Blend the apple, dates and cream cheese together., Serve with crackers or vegetable crudities., Makes approx., 1 cup., Cheers,  Doreen Doreen Randal,  Wanganui., New Zealand.",4.0,International,775
776,Unexpected Company Rice Pudding,30,"Bring 1 cup of water, rice, raisins, and salt to a boil., Cover and let stand until cool., Make pudding according to the directions on box., After pudding is made and the rice mixture is cooled, fold and mix gently together., Chill and serve.",4.0,International,776
777,Lollipops,30,"Combine sugar and cream of tartar with water., Stir until completely dissolved., Boil mixture until it reaches 290°., Add the amount of flavoring and the amount of coloring you wish., Test by dropping a small amount of the candy into cold water., If it forms immediately then it is ready., Remove from heat and pour into greased molds., When it is partially cooled, add wooden sticks to the center., Let cool off completely.",10.0,International,777
778,Vegetarian Pad Thai,30,"In large pot, bring 3 quarts water to a boil., add noodles, stir to prevent sticking., cook until tender, about 4 minutes., drain well and set aside. Meanwhile, in large wok or skillet, heat oil over medium-high heat.  add garlic and bell pepper and stir-fry 3 minutes., stir in tomatoes, snow peas and tofu and stir-fry until vegetables are just tender, about 4 minutes., Add soy sauce and lime juice and bring to a simmer., cook, stirring often, 2 to 3 minutes more.  stir in cooked noodles and  cilantro., 
Divide noodle mixture among plates., sprinkle with cashews, scallions, and bean sprouts and serve right away.",4.0,International,778
779,Bacon and Cheese Stuffed Chicken,30,"With a sharp knife, cut a pocket into the thickest side of each chicken breast.  Stuff each half with 1/4 of  the bacon and a piece of cheese. Seal with a  toothpick., Sprinkle chicken with salt, pepper and paprika., Heat oil in large  nonstick skillet over medium-high heat. Add chicken and cook 4 minutes per side, until browned., Reduce hea t to medium-low; cover and cook 10 minutes until  chicken is cooked through., Remove from skillet and cover loosely with foil to  keep warm., Stir cornstarch into chicken broth with a fork until dissolved., 
Add  to skillet and bring to a boil, scrapping up browned bits on bottom of skillet.  Cook 3 minutes, until sauce is thickened., Add chopped parsley., To serve, spoon  over chicken.",4.0,International,779
780,Stewed Tomatoes,30,"Peel the tomatoes by soaking them in boiling water for one minute. Gently pull away the skin., Place tomatoes in a large pot and add the remaining ingredients., Cover and boil gently for 15 minutes, until tomatoes are tender., Serve with croutons., I like my stewed tomatoes with toast and butter., Whenever I am sick, this is the dish I crave! The above recipe is from the book out of print cookbook  \cajun country cookin\ by John and Glenna Uhler Enjoy!",4.0,International,780
781,Better Than Sex Cake,30,"Preheat oven to 350 degrees., In a bowl combine butter, flour and sugar and mix  to a fine crumb consistency., Press into a 9 inch springform pan and bake for 25  minutes., Remove from oven and set side to cool., In a large mixer bowl combine cream cheese, confectioner's sugar and Cool Whip., Beat until  smooth., Pour into  cooled shell., Beat together milk and instant pudding until thick then pour over  cream cheese mixture. Whip cream and pour over chocolate.         - - - - - - - - - - - - - - - - - - Serving Ideas : .Refrigerate and let chill for 12 hours before serving.
",12.0,International,781
782,Romeri's Gnocchi & Sauce,30,"mix all gnocchi ingredients in a food processor.  Mix until a dough ball is formed., Place on a floury cutting board and knead into a firm consistency., Cut a small hunk off and hand roll out to a long thin strip., Cut the strip into small bite size pieces and place on a tray covered with waxed paper and flour., When the tray is full you can add another layer of waxed paper and flour and continue. (No more than 3 layers are recommended., They can then be frozen right on the trays covered with foil or cooked right away., 
Fresh or Frozen, place them in boiling salted water like any pasta. Cook until tender (by taste - do not overcook., To make the sauce, cook chopped garlic in olive oil., Add tomatoes and basil. Cook until tomatoes are thick and sauce like.  This needs to simmer only 30-45 minutes at the most., Rinse pasta, cover with sauce and Parmesan cheese and enjoy.",4.0,International,782
783,Orange Baked Chicken,30,"Thinly pare the rind from 1 orange, and cut the rind into thin strips., Grate the rind from the other orange, and squeeze the juice from both., Heat the oil in a frying pan, add the chicken pieces and brown on both sides., Remove from the pan and keep warm., Add the onion to the fat remaining in the pan and gently fry for 5 minutes., Drain off any fat, then add the Worcestershire sauce, water, tomato paste, orange rind (strips and grated and juice.  Bring to the boil and season lightly with salt and pepper., 
Line a shallow ovenproof dish or roasting pan with foil, leaving enough on either side to over lap in the middle.  Place the chicken on the foil, spoon over the orange sauce, then cover wit h the foil, securing the edges by folding together., Bake at 180 C for 1 hour., To serve, spoon the juices over the chicken.",4.0,International,783
784,Pesto,30,"Smash the garlic, the basil and the nuts with a pestle in a mortar until everything is as little as possible. Add the grated cheese, mix and add the oil., Pesto can be prepared and stored in an hermetic tin., Enjoy it! Karina.",4.0,International,784
785,Golden Peanut Bars,30,"Preheat oven to 350., combine flour, sugar and beaten egg., cut in butter until crumbly., stir in peanuts., Reserving 2 cups crumb mixture, press remaining mixture on bottom of 13x9\ baking pan., Bake 15 minutes or until lightly browned., Meanwhile, with mixer, beat sweetened condensed milk with peanut butter and vanilla., spread over prepared crust; top with reserved crumb mixture Bake 25 minutes longer or until lightly browned., Cool., Cut into bars., Store covered at room temperature.
",1.0,International,785
786,Baked Ziti,30,"Cook ziti for 10 minutes., Drain., Shred or cut Mozzarella into small cubes., Mix  well: ziti, 3/4 of the Mozzarella, cottage cheese, sauce and oregano., Spread  mixture into 2 greased 12 x 8 x 2-inch pans., Sprinkle with remaining Mozzarella., Bake in oven for 30 to 45 minutes or until casserole is bubbly around the edges  and cheese melts., Recipe is divided for 2 meals of 4 servings each.",8.0,International,786
787,Chinese Beef and Broccoli,30,"Slice the steak against the grain into very thin slices., Combine the soy sauce, sherry, and cornstarch and pour this mixture over the steak., Marinate the meat for 15 minutes., While the meat is marinating, slice the broccoli at a diagonal and mince garlic and ginger., Heat a wok or large frying pan for 30 seconds, add oil, wait about 20 seconds, and add minced garlic and ginger root. Fry over high heat, stirring constantly for about 20 seconds more, then add the beef., Stir-fry, stirring constantly, for about 1 minute. Add broccoli and stir-fry for another 4 to 6 minutes, until the broccoli is cooked but still crisp and still dark green., 
Serve hot. This is low in carbohydrates.",4.0,International,787
788,Buche de Noel,30,"Sift flour, cocoa, baking powder and salt together in a small bowl; set aside.  In separate bowl beat eggs until thick and creamy., Gradually add sugar, beating constantly until mixture is very thick., Stir in coffee & vanilla., Fold in flour mixture. Spread batter evenly in pan., Bake at 375 degrees for 12 minutes., Sprinkle kitchen towel with powdered sugar, invert cake onto towel, remove waxed paper and roll cake and towel jelly roll fashion., Cool., When cake has cooled unroll, spr ead with filling, reroll., 
Beat cream until stiff., Add instant coffee and powdered sugar., Melt chocolate chips with coffee over hot, not boiling water., Cool., Beat butter in small bowl until light and fluffy., Beat corn syrup and egg yolks into butter., Stir in cooled chocolate mixture. SPECIAL NOTE: This is a very good recipe for a vertical layer cake.  After the cake has cooled cut it into 3 3-1/2\ wide strips., Fill then roll in one continuous strip, turn sideways so you have a 3-1/2\ high cake.  Frost as usual., 
This looks like a regular 2 layer cake until you cut into it.",1.0,International,788
789,Parsnip Pie,30,"Peel and cook parsnips (the amount required., Strain and mash well with a little butter., Place in a buttered pie dish and smooth down with a knife., While hot spread a knob of butter over and sprinkle with dried breadcrumbs., Put in a hot oven or under a grill until golden brown about 10 minutes,, Serve meat and other vegetables. (Freezes well.",4.0,International,789
790,Seven Layer Magic Bars,30,"Preheat oven to 350 (325 for glass dish. In 13x9\ baking pan, melt butter in  oven., Sprinkle crumbs over butter., Pour sweetened condensed milk over crumbs., top with remaining ingredients in order listed; press down firmly., Bake 25  minutes or until lightly browned., Cool., Chill if desired., Cut into bars., Store  covered at room temperature. TIP: for perfectly cut cookie bars: line entire pan (including sides with a sheet of aluminum foil first., When bars are baked, cool; lift of edges of foil to remove from pan., 
Cut into individual squares., Lift off of foil., Keebler/ReaLemon/Borden.",36.0,International,790
791,Peppered Fish in Herbed Butter,30,"Sprinkle fish with pepper., Combine butter, juice and herbs in a large shallow dish, cook on HIGH for 1 minutes., Add the fish in a single layer, cover and cook on HIGH for 5 minutes or until fish is tender.",4.0,International,791
792,Beef Jerky,30,"Take a raw London broil, slice thin across the grain., Place in a large glass bowl, and cover with soy sauce (I use the 'lite' kind 'until the beef is swimming in it!, Mince a few cloves of garlic, add, stir well., Cover and refrigerate for about a day., To dry, I usually used a food dehydrator. You can also dry them in a gas oven set to 170F. by placing parchment paper directly on the oven racks, then the beef strips. Either way, check on them every couple of hours, turning as they begin to dry., 
Store in a sealed container when completely dry.",4.0,International,792
793,Coconut Macaroon Cheesecake,30,"In a small bowl combine 1 cup toasted coconut, ground pecans and butter., Press  onto bottom of 9\  spring-form pan., Set aside. In a l arge bowl beat cream cheese with electric mixer on low speed; gradually  add 1/2 cup sugar, 1/2 teaspoon vanilla and almond extract. Beat until fluffy., Add 3 whole eggs; beat on low speed just until combined., Pour into crust-lined  pan., Bake 350 degrees for 35 min., (won't be done. Meanwhile, in a small mixing bowl beat egg white and remaining vanilla with an  electric mixer until soft peaks form (tips curl; gradually beat in the 1/3 cup  sugar until stiff peaks form., 
Fold in 2/3 cup toasted coconut. Carefully spread  atop partially baked cheesecake. Return to oven and bake 20 min., more. Cool on  wire rack for 15 min., Loosen side of cheesecake from pan., Cool 30 min., more;  remove side of pan., Cool completely., Cover and chill at least 4 hours before  serving., To serve, garnish with strawberries and/or additional toasted coconut.                    - - - - - - - - - - - - - - - - - -",14.0,International,793
794,Chicken Fajitas,30,"Combine all ingredients, except tortillas, in a large bowl, mix well and  refrigerate overnight., Drain mixture., In a large skillet, over medium high heat, add 2 tablespoons olive oil and saute chicken mixture until chicken is no longer pink., Serve in tortillas.",8.0,International,794
795,Apple and Ginger Dessert Pizza,30,"To make the base:- Combine yeast, sugar and water in a small bowl., Stand bowl  covered with plastic wrap, in a small place for 10 minutes until the mixture is  foamy., Sift flour into a large bowl and make a well in centre. Add yeast  mixture, butter and egg; mix with a knife to a soft dough., Turn out onto a  lightly floured surface; knead for 5 minutes until smooth and elastic., Place  in a oiled bowl, cover with plastic wrap; stand in a warm place for 1 hour or  until doubled in size. To Make Topping:- Peel, core the apples and cut into slices., 
Combine sultanas  and brandy in a small bowl and set aside.  Melt butter in pan, add ginger; stir  to combine.  Add water and maple syrup; cook over a low heat for 4 minutes until thickened slightly., Cool., Preheat oven to 210°C., Brush a 30cm round pizza tray with melted butter., Knead dough again for 1 minute, roll out to a 26cm round., Place onto prepared tray tuck edges under to form a rim., Drain sultanas,  sprinkle over base.  Arrange apple slice over the base, drizzle with syrup., 
Brush rim of base with a little melted butter., Bake for 25 minutes until crust  is golden brown., Serve warm with whipped cream.",4.0,International,795
796,Apple Brown Betty,30,"Preheat oven to 400 degrees., Cut apples into 1/4 inch slices and place in a  bowl., Combine with granulated sugar and flour., Brush a 9 X 13 inch pan with some butter and sprinkle bottom with 1 cup of breadcrumbs., Sprinkle 1/2 cup  granulated sugar over breadcrumbs and top with half the apples., Repeat layers  with remaining ingredients.Drizzle top with remaining butter and sprinkle evenly with superfine sugar., Bake on middle rack in oven until bubbling and browned,  about 45 minutes., 
Cool on a rack., Cut into squares and serve warm or at room  temperature.                    - - - - - - - - - - - - - - - - - -",8.0,International,796
797,Bisquick Apple Cinnamon Muffins,30,"Preheat oven to 400., Spray with nonstick cooking spray bottom only of 12 medium size muffin cups., Beat egg slightly, stir in remaining ingredients just till  moistened., Divide batter evenly among cups., Bake until golden brown, 15 to 17  minutes.",12.0,International,797
798,Apple Juice Marinade,30,"Combine all ingredients., Marinade meat all day or over night.  Excellent for grilled pork chops.",1.0,International,798
799,Vanilla Cake,30,"Cream shortening and sugar, add eggs and beat. Add flour, milk and baking  powder., Add vanilla and nuts., Place in greased and floured pan., Bake at 350  degrees until top of cake springs back when touched (about 30 minutes.",4.0,International,799
800,Better Than Sex Cake II,30,"Mix cake mix, pudding, sour cream, oil, water and eggs  together., Fold in chocolate chips and pecans., Shave 1 German  chocolate bar., Stir into batter and mix well., Bake at 350 degrees  for 35 to 40 minutes in 9 x 13-inch pan, floured and greased.",1.0,International,800
801,Pistachio chicken,30,"1) Boil enough water to cover the pistachios, add them and blanch for about 5 minutes.
2) Drain and put them into cold water so they stay green.
3) Squish them in your fingers to remove the skins. Discard the skin and place the pistachios in a bowl for later.
4) Put the chicken in a large bowl and add yoghurt, turmeric powder, salt and mix well.
5) Heat ghee and add cloves, black peppercorns, green cardamoms, bay leaf and cassia and sauté until fragrant. Add minced onion and and cook to soften for 5-10 minutes.
6) Add ginger, green chillies, garlic and sauté until soft. Stir in the pistachios and stil for 2-3 minutes. Remove the pan from the heat and let it cool for a while.
7) Remove the bay leaf and cassia bark. Pour into a large jug and add a handful of fresh coriander leaves and about 130 ml of water and with a stick blender and blitz to a fine purée.
8) In the same pan heat a tbsp of ghee and add cumin seeds until they sizzle and put the cassia and bay back to the pan. Add the marinated chicken and sauté on high heat for 3-4 minutes.
9) Pour in the blended pistachio paste with some salt and mix well. Cover the pan and cook for 25 minutes, stirring occasionally until cooked through.
10) Transfer into a serving bowl. Garnish with fresh cream, coriander and slivers of pistachios.
",4.0,Indian,801
802,Tangy Fried Okra,30,"1) Wash and thoroughly dry the okra (kitchen roll is great for this).
2) Remove the tops and slice the okra in half lengthways. Place the coriander seeds and red chilli into the pestle and mortar and pound until you have a coarse powder, then leave to one side.
3) Heat the oil in a wok or non-stick pan on a medium heat, then stir in the sliced onions and cook until they just begin to brown.
4) Add the okra and fry for about ten minutes, stirring now and then.
5) Add the salt, turmeric along with the coriander and chilli mixture. Reduce the heat and leave the okra to cook for five more minutes (do not cover the pan).
6) Once cooked, remove from the heat, sprinkle with garam masala and dust with the armchoor powder to serve.
",4.0,Indian,802
